DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	ProductionType	ActualGenerationOutput	ActualConsumption	UpdateTime
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	BZN	AT BZN	AT	Wind Onshore	2652.0	0.0	2022-01-01 05:02:13
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Fossil Gas	96.0	0.0	2022-01-04 11:08:50
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	BZN	AT BZN	AT	Geothermal	0.07	0.0	2022-01-01 04:32:16
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Geothermal	0.07	0.0	2022-01-01 04:32:17
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	BZN	AT BZN	AT	Fossil Gas	96.0	0.0	2022-01-04 11:08:45
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	BZN	AT BZN	AT	Other	22.0	0.0	2022-01-01 04:32:17
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Hydro Pumped Storage	0.0	1392.8	2022-01-02 14:16:44
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Other renewable	0.0	0.0	2022-01-01 04:32:19
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	BZN	AT BZN	AT	Fossil Hard coal	0.0	0.0	2022-01-01 04:32:19
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Other	22.0	0.0	2022-01-01 04:32:19
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	BZN	AT BZN	AT	Biomass	136.0	0.0	2022-01-01 04:32:20
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	BZN	AT BZN	AT	Hydro Run-of-river and poundage	3930.4	0.0	2022-02-21 14:36:48
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Hydro Water Reservoir	210.0	0.0	2022-02-21 14:36:55
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Fossil Hard coal	0.0	0.0	2022-01-01 04:32:21
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	BZN	AT BZN	AT	Hydro Pumped Storage	0.0	1392.8	2022-01-02 14:16:46
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	BZN	AT BZN	AT	Other renewable	0.0	0.0	2022-01-01 04:32:22
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Fossil Oil	0.0	0.0	2022-01-01 04:32:23
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	BZN	AT BZN	AT	Hydro Water Reservoir	210.0	0.0	2022-02-21 14:36:55
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	BZN	AT BZN	AT	Fossil Oil	0.0	0.0	2022-01-01 04:32:23
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Waste	100.0	0.0	2022-01-01 04:32:24
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Hydro Run-of-river and poundage	3930.4	0.0	2022-02-21 14:36:49
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	BZN	AT BZN	AT	Waste	100.0	0.0	2022-01-01 04:32:25
2022-01-01 02:15:00.000	PT15M	10YAT-APG------L	CTY	AT CTY	AT	Biomass	136.0	0.0	2022-01-01 04:32:25
2022-01-01 03:00:00.000	PT15M	10YRO-TEL------P	CTA	RO CTA	RO	Hydro Water Reservoir	164.0		2022-01-01 04:32:26
2022-01-01 03:00:00.000	PT15M	10YRO-TEL------P	CTA	RO CTA	RO	Wind Onshore	955.0		2022-01-01 04:32:26
2022-01-01 03:00:00.000	PT15M	10YRO-TEL------P	CTA	RO CTA	RO	Nuclear	1421.0		2022-01-01 04:32:26
2022-01-01 03:00:00.000	PT15M	10YRO-TEL------P	CTA	RO CTA	RO	Biomass	59.0		2022-01-01 04:32:26
2022-01-01 03:00:00.000	PT15M	10YRO-TEL------P	CTA	RO CTA	RO	Hydro Run-of-river and poundage	1382.0		2022-01-01 04:32:27
2022-01-01 03:00:00.000	PT15M	10YRO-TEL------P	CTA	RO CTA	RO	Fossil Hard coal	47.0		2022-01-01 04:32:27
2022-01-01 03:00:00.000	PT15M	10YRO-TEL------P	CTA	RO CTA	RO	Fossil Brown coal/Lignite	960.0		2022-01-01 04:32:27
2022-01-01 03:00:00.000	PT15M	10YRO-TEL------P	CTA	RO CTA	RO	Fossil Gas	1192.0		2022-01-01 04:32:27
2022-01-01 03:00:00.000	PT15M	10YRO-TEL------P	CTA	RO CTA	RO	Solar	0.0		2022-01-01 04:32:27
2022-01-01 03:00:00.000	PT15M	10YRO-TEL------P	BZN	RO BZN	RO	Hydro Water Reservoir	164.0		2022-01-01 04:32:27
2022-01-01 03:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Hydro Water Reservoir	164.0		2022-01-01 04:32:28
2022-01-01 03:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Wind Onshore	955.0		2022-01-01 04:32:28
2022-01-01 03:00:00.000	PT15M	10YRO-TEL------P	BZN	RO BZN	RO	Biomass	59.0		2022-01-01 04:32:28
2022-01-01 03:00:00.000	PT15M	10YRO-TEL------P	BZN	RO BZN	RO	Nuclear	1421.0		2022-01-01 04:32:28
2022-01-01 03:00:00.000	PT15M	10YRO-TEL------P	BZN	RO BZN	RO	Solar	0.0		2022-01-01 04:32:28
2022-01-01 03:00:00.000	PT15M	10YRO-TEL------P	BZN	RO BZN	RO	Fossil Brown coal/Lignite	960.0		2022-01-01 04:32:29
2022-01-01 03:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Nuclear	1421.0		2022-01-01 04:32:29
2022-01-01 03:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Biomass	59.0		2022-01-01 04:32:29
2022-01-01 03:00:00.000	PT15M	10YRO-TEL------P	BZN	RO BZN	RO	Wind Onshore	955.0		2022-01-01 04:32:29
2022-01-01 03:00:00.000	PT15M	10YRO-TEL------P	BZN	RO BZN	RO	Fossil Hard coal	47.0		2022-01-01 04:32:30
2022-01-01 03:00:00.000	PT15M	10YRO-TEL------P	BZN	RO BZN	RO	Fossil Gas	1192.0		2022-01-01 04:32:30
2022-01-01 03:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Fossil Hard coal	47.0		2022-01-01 04:32:30
2022-01-01 03:00:00.000	PT15M	10YRO-TEL------P	BZN	RO BZN	RO	Hydro Run-of-river and poundage	1382.0		2022-01-01 04:32:30
2022-01-01 03:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Hydro Run-of-river and poundage	1382.0		2022-01-01 04:32:30
2022-01-01 03:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Fossil Gas	1192.0		2022-01-01 04:32:30
2022-01-01 03:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Solar	0.0		2022-01-01 04:32:30
2022-01-01 03:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Fossil Brown coal/Lignite	960.0		2022-01-01 04:32:30
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	CTA	HU CTA	HU	Solar	0.0		2022-01-02 08:49:32
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	CTA	HU CTA	HU	Wind Onshore	228.4		2022-01-02 08:21:25
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	BZN	HU BZN	HU	Wind Onshore	228.4		2022-01-02 08:21:34
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	BZN	HU BZN	HU	Solar	0.0		2022-01-02 08:49:33
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Solar	0.0		2022-01-02 08:49:32
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Wind Onshore	228.4		2022-01-02 08:21:33
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	CTA	HU CTA	HU	Biomass	126.26		2022-01-01 04:32:59
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	CTA	HU CTA	HU	Waste	14.2		2022-01-01 04:33:00
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	CTA	HU CTA	HU	Fossil Oil		0.26	2022-01-01 04:33:00
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	CTA	HU CTA	HU	Geothermal	0.36		2022-01-01 04:33:01
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	CTA	HU CTA	HU	Nuclear	1948.66		2022-01-01 04:33:01
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	CTA	HU CTA	HU	Fossil Gas	549.14		2022-01-01 04:33:02
2022-01-01 03:00:00.000	PT15M	10YHU-MAVIR----U	CTA	HU CTA	HU	Other renewable	6.73		2022-01-01 04:33:02
