DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	ProductionType	ActualGenerationOutput	ActualConsumption	UpdateTime
2022-01-01 08:15:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Wind Offshore	1388.98	12.42	2022-01-29 10:27:17
2022-01-01 08:00:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Nuclear	484.84	0.0	2022-01-29 10:02:11
2022-01-01 08:15:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Nuclear	484.85	0.0	2022-01-29 10:27:13
2022-01-01 08:30:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Nuclear	484.92	0.0	2022-01-29 10:27:13
2022-01-01 08:00:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Biomass	20.88	0.0	2022-01-29 10:02:13
2022-01-01 08:15:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Biomass	20.94	0.0	2022-01-29 10:27:15
2022-01-01 08:00:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Solar	1.07	0.01	2022-01-29 10:02:06
2022-01-01 08:15:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Solar	2.53	0.0	2022-01-29 10:27:18
2022-01-01 08:00:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Hydro Run-of-river and poundage	0.0	0.0	2022-01-03 18:11:28
2022-01-01 08:15:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Hydro Run-of-river and poundage	0.0	0.0	2022-01-03 18:11:28
2022-01-01 08:00:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Fossil Gas	1600.02	168.23	2022-01-29 10:02:08
2022-01-01 08:15:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Fossil Gas	1643.99	168.04	2022-01-29 10:27:19
2022-01-01 08:00:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Waste	413.74	1.12	2022-01-29 10:02:06
2022-01-01 08:15:00.000	PT15M	10YNL----------L	CTY	NL CTY	NL	Waste	416.85	1.13	2022-01-29 10:27:15
2022-01-01 08:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Wind Onshore	175.63		2022-01-02 08:21:33
2022-01-01 08:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Fossil Gas	1113.0		2022-01-01 09:30:51
2022-01-01 08:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Fossil Hard coal	46.0		2022-01-01 09:30:52
2022-01-01 08:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Hydro Run-of-river and poundage	1428.0		2022-01-01 09:30:53
2022-01-01 08:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Solar	137.0		2022-01-01 09:30:53
2022-01-01 08:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Hydro Water Reservoir	130.0		2022-01-01 09:30:54
2022-01-01 08:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Biomass	60.0		2022-01-01 09:30:55
2022-01-01 08:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Nuclear	1422.0		2022-01-01 09:30:55
2022-01-01 08:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Wind Onshore	863.0		2022-01-01 09:30:56
2022-01-01 08:00:00.000	PT15M	10YRO-TEL------P	CTY	RO CTY	RO	Fossil Brown coal/Lignite	820.0		2022-01-01 09:30:56
2022-01-01 08:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Solar	372.92		2022-02-07 09:35:05
2022-01-01 08:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Waste	16.9		2022-01-01 09:31:24
2022-01-01 08:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Fossil Gas	472.84		2022-01-01 09:31:26
2022-01-01 08:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Other	77.29		2022-01-01 09:31:28
2022-01-01 08:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Biomass	129.98		2022-01-01 09:31:29
2022-01-01 08:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Fossil Hard coal	0.0		2022-01-01 09:31:31
2022-01-01 08:00:00.000	PT15M	10YHU-MAVIR----U	CTY	HU CTY	HU	Other renewable	8.18		2022-01-01 09:31:31
